epoch,x_mean_val,x_abs,x_rel,total
0,-0.1640721559524536,0.1640721559524536,inf,0.1640721559524536
1,-0.13188588619232178,0.032186247408390045,0.19880256056785583,0.032186247408390045
2,-0.09948225319385529,0.03240365907549858,0.25024813413619995,0.03240365907549858
3,-0.06641343235969543,0.03306880220770836,0.3403433561325073,0.03306880220770836
4,-0.032855771481990814,0.033557672053575516,0.5281913876533508,0.033557672053575516
5,0.0011800209758803248,0.03403579071164131,1.2710964679718018,0.03403579071164131
6,0.036227036267519,0.0350470170378685,23.375259399414062,0.0350470170378685
7,0.07181032001972198,0.035583287477493286,1.1656134128570557,0.035583287477493286
8,0.10805460810661316,0.03624429553747177,0.5209829211235046,0.03624429553747177
9,0.1446881741285324,0.036633554846048355,0.3442595601081848,0.036633554846048355
10,0.1818128228187561,0.037124622613191605,0.25920799374580383,0.037124622613191605
11,0.21942736208438873,0.037614550441503525,0.20877563953399658,0.037614550441503525
12,0.2567870020866394,0.03735966980457306,0.17199380695819855,0.03735966980457306
13,0.2940164804458618,0.03722948580980301,0.14655618369579315,0.03722948580980301
14,0.3314056098461151,0.03738910332322121,0.12814833223819733,0.03738910332322121
15,0.36836206912994385,0.036956485360860825,0.11222817748785019,0.036956485360860825
16,0.405274897813797,0.036912813782691956,0.10055176913738251,0.036912813782691956
17,0.4417014420032501,0.03642650693655014,0.09010665863752365,0.03642650693655014
18,0.47780176997184753,0.036100368946790695,0.08186126500368118,0.036100368946790695
19,0.5135211944580078,0.03571946546435356,0.07489962875843048,0.03571946546435356
20,0.5493218898773193,0.03580067306756973,0.06996854394674301,0.03580067306756973
21,0.5843307375907898,0.035008836537599564,0.06389635056257248,0.035008836537599564
22,0.6185385584831238,0.03420780971646309,0.0586509183049202,0.03420780971646309
23,0.651877224445343,0.03333863988518715,0.05410870909690857,0.03333863988518715
24,0.6837025284767151,0.031825389713048935,0.04902917891740799,0.031825389713048935
25,0.7136499881744385,0.029947418719530106,0.043949276208877563,0.029947418719530106
26,0.7420007586479187,0.02835068479180336,0.03971308842301369,0.02835068479180336
27,0.7689012289047241,0.026900621131062508,0.036351948976516724,0.026900621131062508
28,0.7931345105171204,0.02423321083188057,0.03154745325446129,0.02423321083188057
29,0.8145500421524048,0.02141551487147808,0.026985041797161102,0.02141551487147808
30,0.833565354347229,0.01901537925004959,0.023221569135785103,0.01901537925004959
31,0.8499614000320435,0.016395974904298782,0.019427001476287842,0.016395974904298782
32,0.863023042678833,0.013213886879384518,0.015134746208786964,0.013213886879384518
33,0.8733417391777039,0.012375731021165848,0.013869188725948334,0.012375731021165848
34,0.8810436725616455,0.012949807569384575,0.014417932368814945,0.012949807569384575
35,0.8859661221504211,0.01407942920923233,0.01571989245712757,0.01407942920923233
36,0.8879148960113525,0.01553734764456749,0.017528079450130463,0.01553734764456749
37,0.887592077255249,0.017466692253947258,0.019968776032328606,0.017466692253947258
38,0.8854923844337463,0.019557083025574684,0.022707777097821236,0.019557083025574684
39,0.8831121921539307,0.02263595536351204,0.02649431861937046,0.02263595536351204
40,0.8791822195053101,0.02467220462858677,0.02954578958451748,0.02467220462858677
41,0.876335620880127,0.025131216272711754,0.030581140890717506,0.025131216272711754
42,0.8754563927650452,0.025051619857549667,0.030833560973405838,0.025051619857549667
43,0.8787258863449097,0.025411605834960938,0.030770819634199142,0.025411605834960938
44,0.8853533864021301,0.026376428082585335,0.031387634575366974,0.026376428082585335
45,0.9008175730705261,0.026990419253706932,0.02908502332866192,0.026990419253706932
46,0.9223241209983826,0.029341064393520355,0.029382944107055664,0.029341064393520355
47,0.9528462290763855,0.03314646705985069,0.030283818021416664,0.030283818021416664
48,0.9949011206626892,0.042054880410432816,0.03943418338894844,0.03943418338894844
49,1.0449888706207275,0.05008770897984505,0.047526344656944275,0.047526344656944275
50,1.1084729433059692,0.06348400563001633,0.06265170872211456,0.06265170872211456
51,1.172168254852295,0.06369543075561523,0.05856522172689438,0.05856522172689438
52,1.2411292791366577,0.06896104663610458,0.061266522854566574,0.061266522854566574
53,1.3113887310028076,0.07025934755802155,0.059021204710006714,0.059021204710006714
54,1.3739961385726929,0.06260757148265839,0.04761767387390137,0.04761767387390137
55,1.4249495267868042,0.05095317214727402,0.03349970653653145,0.03349970653653145
56,1.4622178077697754,0.04103308543562889,0.024400636553764343,0.024400636553764343
57,1.4832879304885864,0.038794826716184616,0.027365436777472496,0.027365436777472496
58,1.5101836919784546,0.03806941583752632,0.02460118941962719,0.02460118941962719
59,1.5551658868789673,0.0449821837246418,0.025406163185834885,0.025406163185834885
60,1.6222537755966187,0.0670880675315857,0.04803243279457092,0.04803243279457092
61,1.6874405145645142,0.06518644094467163,0.04493095353245735,0.04493095353245735
62,1.7605351209640503,0.07309488207101822,0.051100071519613266,0.051100071519613266
63,1.8473738431930542,0.08683855831623077,0.061474237591028214,0.061474237591028214
64,1.9099825620651245,0.06260890513658524,0.03877783566713333,0.03877783566713333
65,1.9484089612960815,0.03842628374695778,0.019899051636457443,0.019899051636457443
66,1.941258430480957,0.029309773817658424,0.020899618044495583,0.020899618044495583
67,1.8970354795455933,0.051270388066768646,0.0440569743514061,0.0440569743514061
68,1.8506680727005005,0.05215267091989517,0.04892081394791603,0.04892081394791603
69,1.8635053634643555,0.014254945330321789,0.006188128609210253,0.006188128609210253
70,1.9194639921188354,0.0559585839509964,0.045809488743543625,0.045809488743543625
71,1.976485013961792,0.0570208802819252,0.04466996714472771,0.04466996714472771
72,2.0291876792907715,0.05270271748304367,0.03926786407828331,0.03926786407828331
73,2.060373306274414,0.03118574060499668,0.020992757752537727,0.020992757752537727
74,2.0494651794433594,0.015590840950608253,0.01083078421652317,0.01083078421652317
75,1.994401454925537,0.05506407096982002,0.041070256382226944,0.041070256382226944
76,1.9197355508804321,0.07466571033000946,0.057956065982580185,0.057956065982580185
77,1.8643925189971924,0.05547666549682617,0.04479476064443588,0.04479476064443588
78,1.862450122833252,0.021345114335417747,0.013948396779596806,0.013948396779596806
79,1.891013503074646,0.034736961126327515,0.033330801874399185,0.033330801874399185
80,1.9511234760284424,0.060110002756118774,0.05574360862374306,0.05574360862374306
81,2.0175271034240723,0.06640353798866272,0.05501670390367508,0.05501670390367508
82,2.041962146759033,0.02443506196141243,0.01972668617963791,0.01972668617963791
83,2.014636516571045,0.027325522154569626,0.017145143821835518,0.017145143821835518
84,1.9516562223434448,0.06298030912876129,0.043076615780591965,0.043076615780591965
85,1.896329641342163,0.055326610803604126,0.040226224809885025,0.040226224809885025
86,1.8321000337600708,0.06422963738441467,0.04960949718952179,0.04960949718952179
87,1.7792651653289795,0.05291186273097992,0.04414975270628929,0.04414975270628929
88,1.7772247791290283,0.013064208440482616,0.007543932646512985,0.007543932646512985
89,1.8100932836532593,0.033193159848451614,0.029177291318774223,0.029177291318774223
90,1.8711841106414795,0.06109095737338066,0.050997525453567505,0.050997525453567505
91,1.9066789150238037,0.035494688898324966,0.0272451750934124,0.0272451750934124
92,1.9173191785812378,0.010640375316143036,0.006842534523457289,0.006842534523457289
